NAME,GVKEY,YEAR,name,ein
ALPHARMA INC ,1034,1994,ALPHARMA INC  -CL A,22-2095212
ALPHARMA INC ,1034,1995,ALPHARMA INC  -CL A,22-2095212
ALPHARMA INC ,1034,1996,ALPHARMA INC  -CL A,22-2095212
ALPHARMA INC ,1034,1997,ALPHARMA INC  -CL A,22-2095212
ALPHARMA INC ,1034,1998,ALPHARMA INC  -CL A,22-2095212
ALPHARMA INC ,1034,1999,ALPHARMA INC  -CL A,22-2095212
ALPHARMA INC ,1034,2000,ALPHARMA INC  -CL A,22-2095212
ALPHARMA INC ,1034,2001,ALPHARMA INC  -CL A,22-2095212
ALPHARMA INC ,1034,2002,ALPHARMA INC  -CL A,22-2095212
A M C ENTERTAINMENT INC ,1038,1993,AMC ENTERTAINMENT INC -OLD,.
A M C ENTERTAINMENT INC ,1038,1994,AMC ENTERTAINMENT INC -OLD,.
A M C ENTERTAINMENT INC ,1038,1995,AMC ENTERTAINMENT INC -OLD,.
A M C ENTERTAINMENT INC ,1038,1996,AMC ENTERTAINMENT INC -OLD,.
A M C ENTERTAINMENT INC ,1038,1997,AMC ENTERTAINMENT INC -OLD,.
A M C ENTERTAINMENT INC ,1038,1998,AMC ENTERTAINMENT INC -OLD,.
A M C ENTERTAINMENT INC ,1038,1999,AMC ENTERTAINMENT INC -OLD,.
A M C ENTERTAINMENT INC ,1038,2000,AMC ENTERTAINMENT INC -OLD,.
A M C ENTERTAINMENT INC ,1038,2001,AMC ENTERTAINMENT INC -OLD,.
A M C ENTERTAINMENT INC ,1038,2002,AMC ENTERTAINMENT INC -OLD,.
AARON RENTS INC ,1076,1995,PROG HOLDINGS INC,85-2484385
AARON RENTS INC ,1076,1996,PROG HOLDINGS INC,85-2484385
AARON RENTS INC ,1076,1997,PROG HOLDINGS INC,85-2484385
AARON RENTS INC ,1076,1998,PROG HOLDINGS INC,85-2484385
AARON RENTS INC ,1076,1999,PROG HOLDINGS INC,85-2484385
AARON RENTS INC ,1076,2000,PROG HOLDINGS INC,85-2484385
AARON RENTS INC ,1076,2001,PROG HOLDINGS INC,85-2484385
AARON RENTS INC ,1076,2002,PROG HOLDINGS INC,85-2484385
ACKERLEY GROUP INC ,1095,1995,ACKERLEY GROUP INC,91-1043807
ACKERLEY GROUP INC ,1095,1996,ACKERLEY GROUP INC,91-1043807
ACKERLEY GROUP INC ,1095,1997,ACKERLEY GROUP INC,91-1043807
ACKERLEY GROUP INC ,1095,1998,ACKERLEY GROUP INC,91-1043807
ACKERLEY GROUP INC ,1095,1999,ACKERLEY GROUP INC,91-1043807
ACKERLEY GROUP INC ,1095,2000,ACKERLEY GROUP INC,91-1043807
ACKERLEY GROUP INC ,1095,2001,ACKERLEY GROUP INC,91-1043807
ACKERLEY GROUP INC ,1095,2002,ACKERLEY GROUP INC,91-1043807
ACMAT CORP ,1097,1995,ACMAT CORP  -CL A,06-0682460
ACMAT CORP ,1097,1996,ACMAT CORP  -CL A,06-0682460
ACMAT CORP ,1097,1997,ACMAT CORP  -CL A,06-0682460
ACMAT CORP ,1097,1998,ACMAT CORP  -CL A,06-0682460
ACMAT CORP ,1097,1999,ACMAT CORP  -CL A,06-0682460
ACMAT CORP ,1097,2000,ACMAT CORP  -CL A,06-0682460
ACMAT CORP ,1097,2001,ACMAT CORP  -CL A,06-0682460
ACMAT CORP ,1097,2002,ACMAT CORP  -CL A,06-0682460
ALBERTO CULVER CO ,1239,1993,ALBERTO-CULVER CO,20-5196741
ALBERTO CULVER CO ,1239,1994,ALBERTO-CULVER CO,20-5196741
ALBERTO CULVER CO ,1239,1995,ALBERTO-CULVER CO,20-5196741
ALBERTO CULVER CO ,1239,1996,ALBERTO-CULVER CO,20-5196741
ALBERTO CULVER CO ,1239,1997,ALBERTO-CULVER CO,20-5196741
ALBERTO CULVER CO ,1239,1998,ALBERTO-CULVER CO,20-5196741
ALBERTO CULVER CO ,1239,1999,ALBERTO-CULVER CO,20-5196741
ALBERTO CULVER CO ,1239,2000,ALBERTO-CULVER CO,20-5196741
ALBERTO CULVER CO ,1239,2001,ALBERTO-CULVER CO,20-5196741
ALBERTO CULVER CO ,1239,2002,ALBERTO-CULVER CO,20-5196741
ALDEN ELECTR & IMPULSE REC EQPT ,1250,1995,ALDEN ELECTRONICS INC,04-2156392
ALDEN ELECTR & IMPULSE REC EQPT ,1250,1996,ALDEN ELECTRONICS INC,04-2156392
ALLEN ORGAN CO ,1283,1995,ALLEN ORGAN CO  -CL B,23-1263194
ALLEN ORGAN CO ,1283,1996,ALLEN ORGAN CO  -CL B,23-1263194
ALLEN ORGAN CO ,1283,1997,ALLEN ORGAN CO  -CL B,23-1263194
ALLEN ORGAN CO ,1283,1998,ALLEN ORGAN CO  -CL B,23-1263194
ALLEN ORGAN CO ,1283,1999,ALLEN ORGAN CO  -CL B,23-1263194
ALLEN ORGAN CO ,1283,2000,ALLEN ORGAN CO  -CL B,23-1263194
ALLEN ORGAN CO ,1283,2001,ALLEN ORGAN CO  -CL B,23-1263194
ALLEN ORGAN CO ,1283,2002,ALLEN ORGAN CO  -CL B,23-1263194
AMERICA WEST AIRLINES INC ,1382,1995,US AIRWAYS GROUP INC,54-1194634
AMERICA WEST AIRLINES INC ,1382,1996,US AIRWAYS GROUP INC,54-1194634
AMERICA WEST AIRLINES INC ,1382,1997,US AIRWAYS GROUP INC,54-1194634
AMERICA WEST AIRLINES INC ,1382,1998,US AIRWAYS GROUP INC,54-1194634
AMERICA WEST AIRLINES INC ,1382,1999,US AIRWAYS GROUP INC,54-1194634
AMERICA WEST AIRLINES INC ,1382,2000,US AIRWAYS GROUP INC,54-1194634
AMERICA WEST AIRLINES INC ,1382,2001,US AIRWAYS GROUP INC,54-1194634
AMERICA WEST AIRLINES INC ,1382,2002,US AIRWAYS GROUP INC,54-1194634
AMERICAN GREETINGS CORP ,1468,1994,AMERICAN GREETINGS  -CL A,34-0065325
AMERICAN GREETINGS CORP ,1468,1995,AMERICAN GREETINGS  -CL A,34-0065325
AMERICAN GREETINGS CORP ,1468,1996,AMERICAN GREETINGS  -CL A,34-0065325
AMERICAN GREETINGS CORP ,1468,1997,AMERICAN GREETINGS  -CL A,34-0065325
AMERICAN GREETINGS CORP ,1468,1998,AMERICAN GREETINGS  -CL A,34-0065325
AMERICAN GREETINGS CORP ,1468,1999,AMERICAN GREETINGS  -CL A,34-0065325
AMERICAN GREETINGS CORP ,1468,2000,AMERICAN GREETINGS  -CL A,34-0065325
AMERICAN GREETINGS CORP ,1468,2001,AMERICAN GREETINGS  -CL A,34-0065325
AMERICAN GREETINGS CORP ,1468,2002,AMERICAN GREETINGS  -CL A,34-0065325
American Maize Products Co ,1498,1994,AMERICAN MAIZE-PRODS  -CL A,13-0432720
American Maize Products Co ,1498,1995,AMERICAN MAIZE-PRODS  -CL A,13-0432720
AMERICAN PETROFINA INC ,1537,1995,FINA INC  -CL A,13-1820692
AMERICAN PETROFINA INC ,1537,1996,FINA INC  -CL A,13-1820692
AMERICAN PETROFINA INC ,1537,1997,FINA INC  -CL A,13-1820692
AMERICAN PETROFINA INC ,1537,1998,FINA INC  -CL A,13-1820692
AMERICAN SOFTWARE INC ,1562,1995,AMERICAN SOFTWARE  -CL A,58-1098795
AMERICAN SOFTWARE INC ,1562,1996,AMERICAN SOFTWARE  -CL A,58-1098795
AMERICAN SOFTWARE INC ,1562,1997,AMERICAN SOFTWARE  -CL A,58-1098795
AMERICAN SOFTWARE INC ,1562,1998,AMERICAN SOFTWARE  -CL A,58-1098795
AMERICAN SOFTWARE INC ,1562,1999,AMERICAN SOFTWARE  -CL A,58-1098795
AMERICAN SOFTWARE INC ,1562,2000,AMERICAN SOFTWARE  -CL A,58-1098795
AMERICAN SOFTWARE INC ,1562,2001,AMERICAN SOFTWARE  -CL A,58-1098795
AMERICAN SOFTWARE INC ,1562,2002,AMERICAN SOFTWARE  -CL A,58-1098795
AMPAL AMERICAN ISRAEL CORP ,1611,1995,AMPAL-AMERICAN ISRAEL CORP,13-0435685
AMPAL AMERICAN ISRAEL CORP ,1611,1996,AMPAL-AMERICAN ISRAEL CORP,13-0435685
ARDEN MAYFAIR INC ,1728,1995,ARDEN GROUP INC  -CL A,95-3163136
ARDEN MAYFAIR INC ,1728,1996,ARDEN GROUP INC  -CL A,95-3163136
ARDEN MAYFAIR INC ,1728,1997,ARDEN GROUP INC  -CL A,95-3163136
ARDEN MAYFAIR INC ,1728,1998,ARDEN GROUP INC  -CL A,95-3163136
ARDEN MAYFAIR INC ,1728,1999,ARDEN GROUP INC  -CL A,95-3163136
ARDEN MAYFAIR INC ,1728,2000,ARDEN GROUP INC  -CL A,95-3163136
ARDEN MAYFAIR INC ,1728,2001,ARDEN GROUP INC  -CL A,95-3163136
ARDEN MAYFAIR INC ,1728,2002,ARDEN GROUP INC  -CL A,95-3163136
ASTRONICS CORP ,1823,1995,ASTRONICS CORP,16-0959303
ASTRONICS CORP ,1823,1996,ASTRONICS CORP,16-0959303
ASTRONICS CORP ,1823,1997,ASTRONICS CORP,16-0959303
ASTRONICS CORP ,1823,1999,ASTRONICS CORP,16-0959303
ASTRONICS CORP ,1823,2000,ASTRONICS CORP,16-0959303
ASTRONICS CORP ,1823,2001,ASTRONICS CORP,16-0959303
ASTRONICS CORP ,1823,2002,ASTRONICS CORP,16-0959303
ASSOCIATES FIRST CAPITAL CORP ,1831,1997,ASSOCIATES FIRST CAP -CL A,06-0876639
ASSOCIATES FIRST CAPITAL CORP ,1831,1998,ASSOCIATES FIRST CAP -CL A,06-0876639
BADGER METER INC ,1968,1995,BADGER METER INC,39-0143280
BADGER METER INC ,1968,1996,BADGER METER INC,39-0143280
BADGER METER INC ,1968,1997,BADGER METER INC,39-0143280
BADGER METER INC ,1968,1998,BADGER METER INC,39-0143280
BADGER METER INC ,1968,1999,BADGER METER INC,39-0143280
BAKER MICHAEL JR INC ,1974,1995,BAKER (MICHAEL) CORP,25-0927646
BAKER MICHAEL JR INC ,1974,1996,BAKER (MICHAEL) CORP,25-0927646
BAKER MICHAEL JR INC ,1974,1997,BAKER (MICHAEL) CORP,25-0927646
BAKER MICHAEL JR INC ,1974,1998,BAKER (MICHAEL) CORP,25-0927646
BAKER MICHAEL JR INC ,1974,1999,BAKER (MICHAEL) CORP,25-0927646
BAKER MICHAEL JR INC ,1974,2000,BAKER (MICHAEL) CORP,25-0927646
BAKER MICHAEL JR INC ,1974,2001,BAKER (MICHAEL) CORP,25-0927646
BALDWIN & LYONS INC ,1982,1995,PROTECTIVE INSURANCE CORP,35-0160330
BALDWIN & LYONS INC ,1982,1996,PROTECTIVE INSURANCE CORP,35-0160330
BALDWIN & LYONS INC ,1982,1997,PROTECTIVE INSURANCE CORP,35-0160330
BALDWIN & LYONS INC ,1982,1998,PROTECTIVE INSURANCE CORP,35-0160330
BALDWIN & LYONS INC ,1982,1999,PROTECTIVE INSURANCE CORP,35-0160330
BALDWIN & LYONS INC ,1982,2000,PROTECTIVE INSURANCE CORP,35-0160330
BALDWIN & LYONS INC ,1982,2001,PROTECTIVE INSURANCE CORP,35-0160330
BALDWIN & LYONS INC ,1982,2002,PROTECTIVE INSURANCE CORP,35-0160330
NATIONAL BANK COM DALLAS ,2007,1995,FIRST BANKS AMER INC,75-1604965
NATIONAL BANK COM DALLAS ,2007,1996,FIRST BANKS AMER INC,75-1604965
NATIONAL BANK COM DALLAS ,2007,1997,FIRST BANKS AMER INC,75-1604965
NATIONAL BANK COM DALLAS ,2007,1998,FIRST BANKS AMER INC,75-1604965
NATIONAL BANK COM DALLAS ,2007,1999,FIRST BANKS AMER INC,75-1604965
NATIONAL BANK COM DALLAS ,2007,2000,FIRST BANKS AMER INC,75-1604965
NATIONAL BANK COM DALLAS ,2007,2001,FIRST BANKS AMER INC,75-1604965
NATIONAL BANK COM DALLAS ,2007,2002,FIRST BANKS AMER INC,75-1604965
Bandag ,2008,1994,BANDAG INC,42-0802143
Bandag ,2008,1995,BANDAG INC,42-0802143
Bandag ,2008,1996,BANDAG INC,42-0802143
Bandag ,2008,1997,BANDAG INC,42-0802143
Bandag ,2008,1998,BANDAG INC,42-0802143
Bandag ,2008,1999,BANDAG INC,42-0802143
Bandag ,2008,2000,BANDAG INC,42-0802143
Bandag ,2008,2001,BANDAG INC,42-0802143
Bandag ,2008,2002,BANDAG INC,42-0802143
Fairchild Corp ,2033,1994,FAIRCHILD CORP  -CL A,34-0728587
Fairchild Corp ,2033,1995,FAIRCHILD CORP  -CL A,34-0728587
Fairchild Corp ,2033,1996,FAIRCHILD CORP  -CL A,34-0728587
Fairchild Corp ,2033,1997,FAIRCHILD CORP  -CL A,34-0728587
Fairchild Corp ,2033,1998,FAIRCHILD CORP  -CL A,34-0728587
Fairchild Corp ,2033,1999,FAIRCHILD CORP  -CL A,34-0728587
Fairchild Corp ,2033,2000,FAIRCHILD CORP  -CL A,34-0728587
Fairchild Corp ,2033,2001,FAIRCHILD CORP  -CL A,34-0728587
Fairchild Corp ,2033,2002,FAIRCHILD CORP  -CL A,34-0728587
BASE TEN SYS INC ,2070,1995,BASE TEN SYSTEMS  -CL A,22-1804206
BASE TEN SYS INC ,2070,1996,BASE TEN SYSTEMS  -CL A,22-1804206
BASE TEN SYS INC ,2070,1997,BASE TEN SYSTEMS  -CL A,22-1804206
BASE TEN SYS INC ,2070,1998,BASE TEN SYSTEMS  -CL A,22-1804206
BASE TEN SYS INC ,2070,1999,BASE TEN SYSTEMS  -CL A,22-1804206
BASE TEN SYS INC ,2070,2000,BASE TEN SYSTEMS  -CL A,22-1804206
BASE TEN SYS INC ,2070,2001,BASE TEN SYSTEMS  -CL A,22-1804206
BASE TEN SYS INC ,2070,2002,BASE TEN SYSTEMS  -CL A,22-1804206
BEL FUSE INC ,2124,1999,BEL FUSE INC,22-1463699
BEL FUSE INC ,2124,2000,BEL FUSE INC,22-1463699
BEL FUSE INC ,2124,2001,BEL FUSE INC,22-1463699
BEL FUSE INC ,2124,2002,BEL FUSE INC,22-1463699
A H Belo ,2150,1994,BELO CORP  -SER A COM,75-0135890
A H Belo ,2150,1995,BELO CORP  -SER A COM,75-0135890
A H Belo ,2150,1996,BELO CORP  -SER A COM,75-0135890
A H Belo ,2150,1997,BELO CORP  -SER A COM,75-0135890
A H Belo ,2150,1998,BELO CORP  -SER A COM,75-0135890
A H Belo ,2150,1999,BELO CORP  -SER A COM,75-0135890
A H Belo ,2150,2000,BELO CORP  -SER A COM,75-0135890
A H Belo ,2150,2001,BELO CORP  -SER A COM,75-0135890
A H Belo ,2150,2002,BELO CORP  -SER A COM,75-0135890
BENIHANA NATIONAL CORP ,2163,1995,BENIHANA INC,65-0538630
BENIHANA NATIONAL CORP ,2163,1996,BENIHANA INC,65-0538630
BENIHANA NATIONAL CORP ,2163,1997,BENIHANA INC,65-0538630
BENIHANA NATIONAL CORP ,2163,1998,BENIHANA INC,65-0538630
BENIHANA NATIONAL CORP ,2163,1999,BENIHANA INC,65-0538630
BENIHANA NATIONAL CORP ,2163,2000,BENIHANA INC,65-0538630
BENIHANA NATIONAL CORP ,2163,2001,BENIHANA INC,65-0538630
BENIHANA NATIONAL CORP ,2163,2002,BENIHANA INC,65-0538630
BERKSHIRE HATHAWAY INC DE ,2176,1997,BERKSHIRE HATHAWAY,47-0813844
BERKSHIRE HATHAWAY INC DE ,2176,1998,BERKSHIRE HATHAWAY,47-0813844
BERKSHIRE HATHAWAY INC DE ,2176,1999,BERKSHIRE HATHAWAY,47-0813844
BERKSHIRE HATHAWAY INC DE ,2176,2000,BERKSHIRE HATHAWAY,47-0813844
BERKSHIRE HATHAWAY INC DE ,2176,2001,BERKSHIRE HATHAWAY,47-0813844
BERKSHIRE HATHAWAY INC DE ,2176,2002,BERKSHIRE HATHAWAY,47-0813844
BIO RAD LABORATORIES INC ,2220,1995,BIO-RAD LABORATORIES INC,94-1381833
BIO RAD LABORATORIES INC ,2220,1996,BIO-RAD LABORATORIES INC,94-1381833
BIO RAD LABORATORIES INC ,2220,1997,BIO-RAD LABORATORIES INC,94-1381833
BIO RAD LABORATORIES INC ,2220,1998,BIO-RAD LABORATORIES INC,94-1381833
BIO RAD LABORATORIES INC ,2220,1999,BIO-RAD LABORATORIES INC,94-1381833
BIO RAD LABORATORIES INC ,2220,2000,BIO-RAD LABORATORIES INC,94-1381833
BIO RAD LABORATORIES INC ,2220,2001,BIO-RAD LABORATORIES INC,94-1381833
BIO RAD LABORATORIES INC ,2220,2002,BIO-RAD LABORATORIES INC,94-1381833
Block Drug Inc ,2267,1994,BLOCK DRUG  -CL A,22-1375645
Block Drug Inc ,2267,1995,BLOCK DRUG  -CL A,22-1375645
Block Drug Inc ,2267,1996,BLOCK DRUG  -CL A,22-1375645
Block Drug Inc ,2267,1997,BLOCK DRUG  -CL A,22-1375645
Block Drug Inc ,2267,1998,BLOCK DRUG  -CL A,22-1375645
Block Drug Inc ,2267,1999,BLOCK DRUG  -CL A,22-1375645
Block Drug Inc ,2267,2000,BLOCK DRUG  -CL A,22-1375645
Blount Inc ,2271,1994,BLOUNT INTL INC,63-0780521
Blount Inc ,2271,1995,BLOUNT INTL INC,63-0780521
Blount International ,2271,1996,BLOUNT INTL INC,63-0780521
Blount International ,2271,1997,BLOUNT INTL INC,63-0780521
Blount International ,2271,1998,BLOUNT INTL INC,63-0780521
Blount International ,2271,1999,BLOUNT INTL INC,63-0780521
BOWL AMERICA INC ,2342,1995,BOWL AMERICA INC  -CL A,54-0646173
BOWL AMERICA INC ,2342,1996,BOWL AMERICA INC  -CL A,54-0646173
BOWL AMERICA INC ,2342,1997,BOWL AMERICA INC  -CL A,54-0646173
BOWL AMERICA INC ,2342,1998,BOWL AMERICA INC  -CL A,54-0646173
BOWL AMERICA INC ,2342,1999,BOWL AMERICA INC  -CL A,54-0646173
BOWL AMERICA INC ,2342,2000,BOWL AMERICA INC  -CL A,54-0646173
BOWL AMERICA INC ,2342,2001,BOWL AMERICA INC  -CL A,54-0646173
BOWL AMERICA INC ,2342,2002,BOWL AMERICA INC  -CL A,54-0646173
BRADY W H CO ,2352,1995,BRADY CORP,39-0178960
BRADY W H CO ,2352,1996,BRADY CORP,39-0178960
BRADY W H CO ,2352,1997,BRADY CORP,39-0178960
BRADY W H CO ,2352,1998,BRADY CORP,39-0178960
BRADY W H CO ,2352,1999,BRADY CORP,39-0178960
BRADY W H CO ,2352,2000,BRADY CORP,39-0178960
BRADY W H CO ,2352,2001,BRADY CORP,39-0178960
BRADY W H CO ,2352,2002,BRADY CORP,39-0178960
BROWN & SHARPE MFG CO ,2433,1995,BNS HOLDING CO,20-1953457
BROWN & SHARPE MFG CO ,2433,1996,BNS HOLDING CO,20-1953457
BROWN & SHARPE MFG CO ,2433,1997,BNS HOLDING CO,20-1953457
BROWN & SHARPE MFG CO ,2433,1998,BNS HOLDING CO,20-1953457
BROWN & SHARPE MFG CO ,2433,1999,BNS HOLDING CO,20-1953457
BROWN & SHARPE MFG CO ,2433,2000,BNS HOLDING CO,20-1953457
BROWN & SHARPE MFG CO ,2433,2001,BNS HOLDING CO,20-1953457
BROWN & SHARPE MFG CO ,2433,2002,BNS HOLDING CO,20-1953457
Brown Forman Corp ,2435,1994,BROWN FORMAN CORP,61-0143150
Brown Forman Corp ,2435,1995,BROWN FORMAN CORP,61-0143150
Brown Forman Corp ,2435,1996,BROWN FORMAN CORP,61-0143150
Brown Forman Corp ,2435,1997,BROWN FORMAN CORP,61-0143150
Brown Forman Corp ,2435,1998,BROWN FORMAN CORP,61-0143150
Brown Forman Corp ,2435,1999,BROWN FORMAN CORP,61-0143150
Brown Forman Corp ,2435,2000,BROWN FORMAN CORP,61-0143150
Brown Forman Corp ,2435,2001,BROWN FORMAN CORP,61-0143150
Brown Forman Corp ,2435,2002,BROWN FORMAN CORP,61-0143150
BULL & BEAR GROUP INC N Y ,2467,1995,WINMILL & CO INC  -CL A,13-1897916
BULL & BEAR GROUP INC N Y ,2467,1996,WINMILL & CO INC  -CL A,13-1897916
BULL & BEAR GROUP INC N Y ,2467,1997,WINMILL & CO INC  -CL A,13-1897916
BULL & BEAR GROUP INC N Y ,2467,1998,WINMILL & CO INC  -CL A,13-1897916
BULL & BEAR GROUP INC N Y ,2467,1999,WINMILL & CO INC  -CL A,13-1897916
BULL & BEAR GROUP INC N Y ,2467,2000,WINMILL & CO INC  -CL A,13-1897916
BULL & BEAR GROUP INC N Y ,2467,2001,WINMILL & CO INC  -CL A,13-1897916
BULL & BEAR GROUP INC N Y ,2467,2002,WINMILL & CO INC  -CL A,13-1897916
Burlington Industries ,2489,1996,BURLINGTON INDUSTRIES INC,56-1584586
Burlington Industries ,2489,1997,BURLINGTON INDUSTRIES INC,56-1584586
Burlington Industries ,2489,1998,BURLINGTON INDUSTRIES INC,56-1584586
Burlington Industries ,2489,1999,BURLINGTON INDUSTRIES INC,56-1584586
Burlington Industries ,2489,2000,BURLINGTON INDUSTRIES INC,56-1584586
BUSH INDUSTRIES INC ,2508,1995,BUSH INDUSTRIES  -CL A,16-0837346
BUSH INDUSTRIES INC ,2508,1996,BUSH INDUSTRIES  -CL A,16-0837346
BUSH INDUSTRIES INC ,2508,1997,BUSH INDUSTRIES  -CL A,16-0837346
BUSH INDUSTRIES INC ,2508,1998,BUSH INDUSTRIES  -CL A,16-0837346
BUSH INDUSTRIES INC ,2508,1999,BUSH INDUSTRIES  -CL A,16-0837346
BUSH INDUSTRIES INC ,2508,2000,BUSH INDUSTRIES  -CL A,16-0837346
BUSH INDUSTRIES INC ,2508,2001,BUSH INDUSTRIES  -CL A,16-0837346
BUSH INDUSTRIES INC ,2508,2002,BUSH INDUSTRIES  -CL A,16-0837346
C I T GROUP INC ,2549,1998,CIT GROUP INC-OLD,65-1051227
CANANDAIGUA WINE INC ,2710,1995,CONSTELLATION BRANDS,16-0716709
CANANDAIGUA WINE INC ,2710,1996,CONSTELLATION BRANDS,16-0716709
CANANDAIGUA WINE INC ,2710,1997,CONSTELLATION BRANDS,16-0716709
CANANDAIGUA WINE INC ,2710,1998,CONSTELLATION BRANDS,16-0716709
CANANDAIGUA WINE INC ,2710,1999,CONSTELLATION BRANDS,16-0716709
CANANDAIGUA WINE INC ,2710,2000,CONSTELLATION BRANDS,16-0716709
CANANDAIGUA WINE INC ,2710,2001,CONSTELLATION BRANDS,16-0716709
CANANDAIGUA WINE INC ,2710,2002,CONSTELLATION BRANDS,16-0716709
CARDINAL HEALTH INC ,2751,1994,CARDINAL HEALTH INC,31-0958666
Carter Wallace ,2797,1994,CARTER-WALLACE INC,13-4986583
Carter Wallace ,2797,1995,CARTER-WALLACE INC,13-4986583
Carter Wallace ,2797,1996,CARTER-WALLACE INC,13-4986583
Carter Wallace ,2797,1997,CARTER-WALLACE INC,13-4986583
Carter Wallace ,2797,1998,CARTER-WALLACE INC,13-4986583
Carter Wallace ,2797,1999,CARTER-WALLACE INC,13-4986583
Carter Wallace ,2797,2000,CARTER-WALLACE INC,13-4986583
CATO CORP NEW ,2818,1995,CATO CORP  -CL A,56-0484485
CATO CORP NEW ,2818,1996,CATO CORP  -CL A,56-0484485
CATO CORP NEW ,2818,1997,CATO CORP  -CL A,56-0484485
CATO CORP NEW ,2818,1998,CATO CORP  -CL A,56-0484485
CATO CORP NEW ,2818,1999,CATO CORP  -CL A,56-0484485
CATO CORP NEW ,2818,2000,CATO CORP  -CL A,56-0484485
CATO CORP NEW ,2818,2001,CATO CORP  -CL A,56-0484485
CATO CORP NEW ,2818,2002,CATO CORP  -CL A,56-0484485
CERBERONICS INC ,2889,1995,CERBCO INC  -CL A,54-1448835
CERBERONICS INC ,2889,1996,CERBCO INC  -CL A,54-1448835
CERBERONICS INC ,2889,1997,CERBCO INC  -CL A,54-1448835
CERBERONICS INC ,2889,1998,CERBCO INC  -CL A,54-1448835
CERBERONICS INC ,2889,1999,CERBCO INC  -CL A,54-1448835
CERBERONICS INC ,2889,2000,CERBCO INC  -CL A,54-1448835
CERBERONICS INC ,2889,2001,CERBCO INC  -CL A,54-1448835
CERBERONICS INC ,2889,2002,CERBCO INC  -CL A,54-1448835
CHERRY CORP ,2975,1995,CHERRY CORP,36-2977756
CHERRY CORP ,2975,1996,CHERRY CORP,36-2977756
CHERRY CORP ,2975,1997,CHERRY CORP,36-2977756
CHERRY CORP ,2975,1998,CHERRY CORP,36-2977756
CHERRY CORP ,2975,1999,CHERRY CORP,36-2977756
Chris Craft Industries ,3015,1994,CHRIS-CRAFT INDS,94-1461226
Chris Craft Industries ,3015,1995,CHRIS-CRAFT INDS,94-1461226
Chris Craft Industries ,3015,1996,CHRIS-CRAFT INDS,94-1461226
Chris Craft Industries ,3015,1997,CHRIS-CRAFT INDS,94-1461226
Chris Craft Industries ,3015,1998,CHRIS-CRAFT INDS,94-1461226
Chris Craft Industries ,3015,1999,CHRIS-CRAFT INDS,94-1461226
Chris Craft Industries ,3015,2000,CHRIS-CRAFT INDS,94-1461226
FASHION TRESS INC ,3087,1995,CLAIRES STORES INC,59-0940416
FASHION TRESS INC ,3087,1996,CLAIRES STORES INC,59-0940416
FASHION TRESS INC ,3087,1997,CLAIRES STORES INC,59-0940416
FASHION TRESS INC ,3087,1998,CLAIRES STORES INC,59-0940416
FASHION TRESS INC ,3087,1999,CLAIRES STORES INC,59-0940416
FASHION TRESS INC ,3087,2000,CLAIRES STORES INC,59-0940416
FASHION TRESS INC ,3087,2001,CLAIRES STORES INC,59-0940416
FASHION TRESS INC ,3087,2002,CLAIRES STORES INC,59-0940416
Coastal Corp ,3130,1994,EL PASO CGP CO,74-1734212
Coastal Corp ,3130,1995,EL PASO CGP CO,74-1734212
Coastal Corp ,3130,1996,EL PASO CGP CO,74-1734212
Coastal Corp ,3130,1997,EL PASO CGP CO,74-1734212
Coastal Corp ,3130,1998,EL PASO CGP CO,74-1734212
Coastal Corp ,3130,1999,EL PASO CGP CO,74-1734212
Coastal Corp ,3130,2000,EL PASO CGP CO,74-1734212
Coca Cola Bottling Co ,3138,1995,COCA COLA CONSOLIDATED INC,56-0950585
Coca Cola Bottling Co ,3138,1996,COCA COLA CONSOLIDATED INC,56-0950585
Coca Cola Bottling Co ,3138,1997,COCA COLA CONSOLIDATED INC,56-0950585
Coca Cola Bottling Co ,3138,1998,COCA COLA CONSOLIDATED INC,56-0950585
Coca Cola Bottling Co ,3138,1999,COCA COLA CONSOLIDATED INC,56-0950585
Coca Cola Bottling Co ,3138,2000,COCA COLA CONSOLIDATED INC,56-0950585
Coca Cola Bottling Co ,3138,2001,COCA COLA CONSOLIDATED INC,56-0950585
Coca Cola Bottling Co ,3138,2002,COCA COLA CONSOLIDATED INC,56-0950585
COLE NATIONAL CORPORATION,3164,1995,COLE NATIONAL CORP,34-1453189
COMCAST CORP ,3226,1994,COMCAST CORP,27-0000798
COMCAST CORP ,3226,1995,COMCAST CORP,27-0000798
COMCAST CORP ,3226,1996,COMCAST CORP,27-0000798
COMCAST CORP ,3226,1997,COMCAST CORP,27-0000798
COMCAST CORP ,3226,1998,COMCAST CORP,27-0000798
COMCAST CORP ,3226,1999,COMCAST CORP,27-0000798
COMCAST CORP ,3226,2000,COMCAST CORP,27-0000798
COMCAST CORP ,3226,2001,COMCAST CORP,27-0000798
COMCAST CORP ,3226,2002,COMCAST CORP,27-0000798
COMMONWEALTH TEL CO PA ,3265,1995,COMMONWLTH TELE ENTER,23-2093008
COMMONWEALTH TEL CO PA ,3265,1996,COMMONWLTH TELE ENTER,23-2093008
COMMONWEALTH TEL CO PA ,3265,1997,COMMONWLTH TELE ENTER,23-2093008
COMMONWEALTH TEL CO PA ,3265,1998,COMMONWLTH TELE ENTER,23-2093008
COMMONWEALTH TEL CO PA ,3265,1999,COMMONWLTH TELE ENTER,23-2093008
